,date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,tic,ema12,ema26,macd,rsi_30,boll_ub,boll_lb
0,2023-01-30,601138,8.54,8.51,8.61,8.43,217748,210248030.0,2.14,1.31,0.11,0.11,sh601138,8.51,8.51,0.0,50.0,22.117049631612,16.83478459507931
1,2023-01-31,601138,8.57,8.38,8.59,8.38,184630,177338332.0,2.47,-1.53,-0.13,0.09,sh601138,8.49,8.500370370370371,-0.010370370370370807,50.0,22.117049631612,16.83478459507931
2,2023-02-01,601138,8.41,8.45,8.46,8.33,195248,186210775.0,1.55,0.84,0.07,0.1,sh601138,8.483846153846153,8.496639231824417,-0.012793077978264122,38.32116788321135,22.117049631612,16.83478459507931
3,2023-02-02,601138,8.47,8.42,8.49,8.37,158757,151477030.0,1.42,-0.36,-0.03,0.08,sh601138,8.474023668639052,8.490962251689275,-0.01693858305022289,32.21619070096743,22.117049631612,16.83478459507931
4,2023-02-03,601138,8.37,8.23,8.39,8.19,271191,254641004.0,2.38,-2.26,-0.19,0.14,sh601138,8.436481565771507,8.471631714527106,-0.03515014875559963,14.885995671358629,22.117049631612,16.83478459507931
5,2023-02-06,601138,8.18,8.2,8.27,8.13,199794,186072469.0,1.7,-0.36,-0.03,0.1,sh601138,8.400099786422043,8.451510846784357,-0.05141106036231413,13.557320870992328,22.117049631612,16.83478459507931
6,2023-02-07,601138,8.25,8.14,8.25,8.11,194772,181015776.0,1.71,-0.73,-0.06,0.1,sh601138,8.360084434664806,8.428435969244775,-0.06835153457996945,11.241774061372865,22.117049631612,16.83478459507931
7,2023-02-08,601138,8.17,8.13,8.26,8.12,160435,149400914.0,1.72,-0.12,-0.01,0.08,sh601138,8.324686829331759,8.40632960115257,-0.08164277182081214,10.884274245697455,22.117049631612,16.83478459507931
8,2023-02-09,601138,8.11,8.32,8.33,8.07,174156,162905446.0,3.2,2.34,0.19,0.09,sh601138,8.323965778665334,8.39993481588201,-0.07596903721667658,47.49176183504993,22.117049631612,16.83478459507931
9,2023-02-10,601138,8.29,8.65,8.97,8.29,746094,736251616.0,8.17,3.97,0.33,0.38,sh601138,8.374124889639898,8.418458162853714,-0.04433327321381597,71.20050983929465,22.117049631612,16.83478459507931
10,2023-02-13,601138,8.59,8.53,8.6,8.44,403000,388192236.0,1.85,-1.39,-0.12,0.2,sh601138,8.398105675849145,8.426720521160846,-0.028614845311700776,59.859988586098005,22.117049631612,16.83478459507931
11,2023-02-14,601138,8.51,8.57,8.67,8.49,193428,187646558.0,2.11,0.47,0.04,0.1,sh601138,8.424550956487739,8.437333815889671,-0.012782859401932356,62.177021943340065,22.117049631612,16.83478459507931
12,2023-02-15,601138,8.58,8.92,9.04,8.48,724498,723001800.0,6.53,4.08,0.35,0.37,sh601138,8.500773886258855,8.473086866564511,0.027687019694344173,76.10357601042925,22.117049631612,16.83478459507931
13,2023-02-16,601138,8.95,8.76,9.09,8.69,615668,617814958.0,4.48,-1.79,-0.16,0.31,sh601138,8.540654826834416,8.494339691263436,0.046315135570980104,63.726743353868606,22.117049631612,16.83478459507931
14,2023-02-17,601138,8.74,8.58,8.8,8.56,322609,316155794.0,2.74,-2.05,-0.18,0.16,sh601138,8.546707930398352,8.500684899317996,0.04602303108035599,52.61854304126383,22.117049631612,16.83478459507931
15,2023-02-20,601138,8.58,8.78,8.79,8.51,252747,247312067.0,3.26,2.33,0.2,0.13,sh601138,8.582599018029374,8.521374906775922,0.06122411125345195,61.273022933046285,22.117049631612,16.83478459507931
16,2023-02-21,601138,8.75,8.75,8.9,8.66,212945,210728836.0,2.73,-0.34,-0.03,0.11,sh601138,8.608353015255624,8.538310098866594,0.07004291638902949,59.39533228028644,22.117049631612,16.83478459507931
17,2023-02-22,601138,8.68,8.62,8.72,8.51,217787,211956351.0,2.4,-1.49,-0.13,0.11,sh601138,8.61014485906245,8.544361202654255,0.06578365640819506,51.50375781546935,22.117049631612,16.83478459507931
18,2023-02-23,601138,8.7,8.57,8.7,8.54,173994,169164611.0,1.86,-0.58,-0.05,0.09,sh601138,8.603968726898996,8.546260372828014,0.05770835407098218,48.63599202381394,22.117049631612,16.83478459507931
19,2023-02-24,601138,8.53,8.49,8.62,8.48,154815,149409336.0,1.63,-0.93,-0.08,0.08,sh601138,8.586435076606843,8.542092937803718,0.044342138803125764,44.10247155707911,8.997292832988125,8.115094621580665
20,2023-02-27,601138,8.45,8.39,8.54,8.37,195856,187596249.0,2.0,-1.18,-0.1,0.1,sh601138,8.556214295590406,8.530826794262701,0.025387501327704953,38.87590766438208,8.984148535589766,8.096582970924855
21,2023-02-28,601138,8.48,8.47,8.64,8.36,254313,244333577.0,3.34,0.95,0.08,0.13,sh601138,8.542950557807266,8.526321105798798,0.016629452008467993,44.90314181507543,8.974394508199365,8.092933997694816
22,2023-03-01,601138,8.48,8.83,9.02,8.48,541571,536940994.0,6.38,4.25,0.36,0.27,sh601138,8.587112010452302,8.548815838702591,0.03829617174971034,63.560168171097466,9.025959067825777,8.097814342268958
23,2023-03-02,601138,8.84,9.21,9.28,8.83,899725,924435338.0,5.1,4.3,0.38,0.45,sh601138,8.682940931921179,8.59779244324314,0.0851484886780387,74.2005123216518,9.178365400797034,8.068858160717248
24,2023-03-03,601138,9.15,10.24,10.24,8.98,1594713,1714964630.0,13.68,11.18,1.03,0.81,sh601138,8.922488480856382,8.719437447447353,0.20305103340902875,86.5152289528585,9.693537312608129,7.861569719238126
25,2023-03-06,601138,10.37,9.93,10.72,9.91,2678691,3079324473.0,7.91,-3.03,-0.31,1.35,sh601138,9.077490253032323,8.809108747636438,0.2683815053958849,74.21343981457345,9.938192659975032,7.836427987885864
26,2023-03-07,601138,9.93,9.38,10.03,9.31,1636151,1755130290.0,7.25,-5.54,-0.55,0.83,sh601138,9.124030214104273,8.851396988552258,0.2726332255520152,57.48130846607178,9.9813826645058,7.8870836359397725
27,2023-03-08,601138,9.3,9.44,9.63,9.3,899550,955114851.0,3.52,0.64,0.06,0.45,sh601138,9.172640950395923,8.894997211622462,0.2776437387734614,58.65466944033127,10.01529770724748,7.9495051360128
28,2023-03-09,601138,9.57,10.02,10.27,9.5,1887473,2074788699.0,8.16,6.14,0.58,0.95,sh601138,9.303003881104242,8.97833075150228,0.3246731296019618,68.38571939640272,10.199306574762709,7.963134092948972
29,2023-03-10,601138,9.87,9.72,10.12,9.66,959511,1055607267.0,4.59,-2.99,-0.3,0.48,sh601138,9.367157130165127,9.033269214353965,0.3338879158111627,59.962907797164675,10.300076581444792,7.984036403627681
30,2023-03-13,601138,9.75,10.48,10.5,9.75,1475094,1676340140.0,7.72,7.82,0.76,0.75,sh601138,9.538363725524338,9.140434457735152,0.3979292677891859,70.5614893399206,10.576156867712436,7.962802499734086
31,2023-03-14,601138,10.47,10.63,10.8,10.29,1325333,1550402144.0,4.87,1.43,0.15,0.67,sh601138,9.706307767751364,9.250772646051066,0.4555351217002972,72.23529071867918,10.844706787477744,7.953399306878636
32,2023-03-15,601138,10.83,10.94,11.21,10.64,1385755,1671700449.0,5.36,2.92,0.31,0.7,sh601138,9.896106572712693,9.37590059819543,0.5202059745172622,75.55026783120839,11.176428445688703,7.91519135396707
33,2023-03-16,601138,10.87,11.22,11.43,10.82,1414219,1741411337.0,5.58,2.56,0.28,0.71,sh601138,10.099782484603047,9.512500553884658,0.5872819307183885,78.25592399580262,11.521295933363886,7.8892172187056255
34,2023-03-17,601138,11.42,12.46,12.46,11.42,1437647,1932690618.0,9.27,11.05,1.24,0.73,sh601138,10.462892871587194,9.730833846189498,0.732059025397696,86.11019877307973,12.184118402651478,7.7511077825542705
35,2023-03-20,601138,13.26,13.75,13.82,13.19,3247584,4830178884.0,5.06,10.35,1.29,1.64,sh601138,10.968601660573778,10.028549857582869,0.9400518029909097,90.31118817807399,13.16993082643479,7.485750007798984
36,2023-03-21,601138,13.76,13.47,13.86,13.07,2805700,4117272987.0,5.75,-2.04,-0.28,1.42,sh601138,11.353432174331658,10.283472090354508,1.0699600839771506,83.9519842982813,13.835425626878504,7.4187617945711
37,2023-03-22,601138,13.87,14.93,14.93,13.87,2836035,4416811794.0,7.87,10.84,1.46,1.43,sh601138,11.903673378280635,10.62765934292084,1.276014035359795,88.72753005098862,14.817099121754264,7.25668949765252
38,2023-03-23,601138,15.56,15.86,16.17,15.31,3567149,6021729191.0,5.76,6.23,0.93,1.8,sh601138,12.512339012391307,11.01524013233411,1.4970988800571963,90.75053246702936,15.87963269200257,7.112842725555949
39,2023-03-24,601138,15.72,16.53,16.68,15.52,3034400,5233784622.0,7.31,4.22,0.67,1.53,sh601138,13.130440702792644,11.423740863272323,1.7066998395203203,91.9512612159913,16.909831571049285,7.041455711503663
40,2023-03-27,601138,15.95,16.5,16.86,15.48,3783619,6534761024.0,8.35,-0.18,-0.03,1.91,sh601138,13.648834440824544,11.799760058585484,1.8490743822390598,91.3386609571235,17.690689687120656,7.122379758998676
41,2023-03-28,601138,15.95,15.32,16.32,15.26,2552180,4307404642.0,6.42,-7.15,-1.18,1.29,sh601138,13.905936834543844,12.060518572764337,1.845418261779507,70.13304693953133,18.001692500549865,7.366322712605717
42,2023-03-29,601138,15.57,15.03,15.87,13.72,3532927,5734185787.0,14.03,-1.89,-0.29,1.78,sh601138,14.078869629229407,12.280480159966979,1.7983894692624283,65.80100515601768,18.183722425535244,7.6311484816055195
43,2023-03-30,601138,15.08,15.75,15.93,14.41,2957329,4856324624.0,10.11,4.79,0.72,1.49,sh601138,14.33596660934796,12.537481629599053,1.7984849797489062,70.94271301758121,18.470987185395575,7.885324587731783
44,2023-03-31,601138,15.57,16.09,16.35,15.28,2217192,3759699800.0,6.79,2.16,0.34,1.12,sh601138,14.605817900217502,12.800631138517641,1.8051867616998614,73.14284338236573,18.849431518753555,8.061517228361678
45,2023-04-03,601138,15.96,16.63,16.72,15.29,3398147,5871067497.0,8.89,3.36,0.54,1.72,sh601138,14.91723053095327,13.084288091220039,1.8329424397332321,76.41538311155726,19.214166653066552,8.301453641942466
46,2023-04-04,601138,16.11,16.28,16.77,15.89,2178577,3794273861.0,5.29,-2.1,-0.35,1.1,sh601138,15.126887372345074,13.321007491870407,1.8058798804746665,70.03344514813385,19.305930872484183,8.690106537285882
47,2023-04-06,601138,16.87,17.87,17.87,16.27,2603043,4757350132.0,9.83,9.77,1.59,1.31,sh601138,15.548904699676601,13.657969899880007,1.8909347997965948,79.15765624699216,19.638372614991653,9.095185041466976
48,2023-04-07,601138,17.65,17.24,17.82,16.57,1626452,2982443059.0,6.99,-3.53,-0.63,0.82,sh601138,15.809073207418663,13.923305462851857,1.885767744566806,69.48509485889511,19.758545653051907,9.522292226601138
49,2023-04-10,601138,16.93,16.34,17.2,15.96,1611111,2843784223.0,7.19,-5.22,-0.9,0.81,sh601138,15.890754252431178,14.102319873010979,1.788434379420199,57.83589948947943,19.502964156592945,10.10160344880743
50,2023-04-11,601138,16.51,16.22,16.62,15.78,1725069,2993061079.0,5.14,-0.73,-0.12,0.87,sh601138,15.941407444364843,14.259185067602758,1.6822223767620859,56.38168336506626,19.24648235824413,10.628126427594303
51,2023-04-12,601138,16.39,17.29,17.61,16.07,1823041,3313872346.0,9.49,6.6,1.07,0.92,sh601138,16.14888322215487,14.483689877409962,1.6651933447449068,65.34629654332488,19.075132595084956,11.247608687340291
52,2023-04-13,601138,17.12,16.53,17.82,16.22,1626837,2949474670.0,9.25,-4.4,-0.76,0.82,sh601138,16.20751657259258,14.635268405009223,1.5722481675833588,55.92619382184675,18.65891706846091,11.92451552040003
53,2023-04-14,601138,16.45,16.94,17.24,16.27,1164476,2086155664.0,5.87,2.48,0.41,0.59,sh601138,16.32020633065526,14.805989263897429,1.5142170667578316,59.555413293608645,18.171915731685928,12.725475658235876
54,2023-04-17,601138,16.86,16.8,17.11,16.26,1007602,1796009627.0,5.02,-0.83,-0.14,0.51,sh601138,16.394020741323683,14.953693762867989,1.440326978455694,57.68395651562249,17.810220796560653,13.344561889559074
55,2023-04-18,601138,16.75,18.06,18.42,16.52,1841183,3438069369.0,11.31,7.5,1.26,0.93,sh601138,16.6503252426585,15.183790521174064,1.466534721484436,68.09524334195709,17.933566095366363,13.694094430170534
